bao tử,stomach
bao vây,surround
bào,plan
bào chế,apothecary
bào chữa,cure
bào thai,fetus
bảo,tell
bảo an,security
bảo chứng,guarantee
bảo đảm,guaranteed
bảo hiểm,insurance
bảo hòa,saturated
bảo hộ,protection
bảo mật,security
bảo quản,preserve
bảo tàng,Museum
bảo thủ,conservative
bảo trợ,patronize
bảo vệ,guard
bão,storm
bão tuyết,snow storm
báo,newspaper
báo cáo,report
báo chí,newspapers
báo động,alarm
báo hiếu,filial piety
báo hiệu,signal
báo hỷ,Hy report
báo oán,revenge
báo ơn,thank you
báo thức,Alarm
báo ứng,recompense
bạo,violent
bạo bệnh,violent illness
bạo chúa,despot
bạo động,violence
bạo hành,violence
bạo lực,violence
bạo ngược,tyranny
bạo phát,break out
bát,bowl
bát âm,octagon
bát hương,incense bowl
bát ngát,bowl of rice
bát nháo,chaos
bạt,tarpaulin
bạt mạng,smack
bạt ngàn,immense
bàu,Bau
báu vật,treasure
bay,fly
bay bướm,fly butterfly
bay hơi,evaporation
bay nhảy,fly
bày,display
bày biện,furnished
bày đặt,lay out
bày tỏ,expressed
bảy,seven
bắc,north
bắc bán cầu,Northern Hemisphere
bắc cực,North Pole
băm,hash
bặm,dusty
băn khoăn,consufused
bắn,shoot
bắn tin,send news
băng,ice
băng bó,bandage
băng ca,Stretcher
băng điểm,ice point
băng hà,die
băng huyết,haemorrhage
băng sơn,Berg
bằng,plain
bằng an,equal to an
bằng chứng,evidence
bằng hữu,friends
bằng lòng,consent
bẵng,bang
bắp,corn
bắp cải,cabbage
bắp chân,calf
bắp đùi,thighs
bắt,start
bắt bẻ,retort
bắt bí,catching pumpkins
bắt bớ,arrests
bắt buộc,Obligatory
bắt chước,copy
bắt cóc,kidnap
bắt đầu,begin
bắt giam,arrest
bắt nạt,bully
bắt phạt,fine
bắt rễ,take root
bắt tay,shake hands
bắt vạ,arrest
bặt,off
bặt tăm,disappeared
bặt thiệp,no card
bấc,wick
bậc,step
bầm,mother
bẩm,curse
bẩm sinh,natural
bẩm tính,innate
bấm,press
bấm bụng,belly button
bần,poor
bần cùng,poor
bần thần,poor god
bần tiện,so poor
bẩn,dirty
bấn,press
bận,busy
bận lòng,worry
bâng khuâng,conceptualist
bâng quơ,helpless
bấp bênh,precarious
bập bẹ,Babbling
bập bềnh,bouncing
bất,any
bất bạo động,non-violence
bất biến,invariant
bất bình,disgruntled
bất chính,unrighteous
bất công,unjust
bất diệt,everlasting
bất đắc chí,unwillingness
bất đắc dĩ,begrudge
bất định,uncertain
bất đồng,divergent
bất động,motionless
bất hạnh,unfortunate
bất hảo,rogue
bất hòa,discord
bất hợp pháp,illegal
bất hủ,immortalize
bất khuất,Indomitable
bất lợi,disadvantage
bất lực,impotent
bất lương,unprincipled
bất ngờ,surprise
bất nhân,inhuman
bất tiện,inconvenient
bất tỉnh,fainting
bất trắc,unpredictability
bất tường,ominous
bật,turn on
bật lửa,lighter
bâu,Bau
bầu,gourd
bầu trời,sky
bấu,puke
bây,you
bây bẩy,now seven
bây giờ,now
bầy,herd
bầy hầy,swarm
bẩy,trap
bẫy,trap
bấy lâu,for a long time
bậy,bad
be,beige
be be,be bee
bè,raft
bẻ,break
bẽ,shame
bẽ bàng,humiliation
bé,little
bé tí,tiny
bẹ,sheath
bẻm,break
bèn,so
bẽn lẽn,bashful
bén,sharp
bén mảng,sharp
bén mùi,smelly
bẹn,inguinal
beo,leopard
bèo,duckweed
bèo bọt,duckweed
béo,fat
béo bở,fat
bép xép,beep peep
bẹp,flattened
bét,wat
bét nhè,shit
bê,calf
bê tha,selfless
bê trễ,late calf
bề,surface
bề bộn,messy
bề thế,supremacy
bề trên,higher
bể,bellows
bể bơi,pool
bể dâu,strawberry tank
bễ,Belly
bế,carry
bế mạc,close
bế tắc,deadlock
bệ,pedestal
bệ hạ,King
bệ rạc,pedestal
bệ vệ,imposing
bệch,sick
bên,beside
bên bị,defendant
bên nguyên,plaintiff
bền,durable
bền chí,persist
bền vững,lasting
bến đò,wharf
bến tàu,Pier
bến xe,bus station
bện,braided
bênh,sick
bênh vực,advocate
bềnh bồng,floating
bếp,a kitchen
bếp núc,Kitchen
bết,Abed
bệt,flat
bêu,mock
bêu xấu,pillory
bệu,sick
bi,bi
bi ai,mournful
bi ca,lament
bi đát,dramatic
bi kịch,tragedy
bi quan,pessimistic
bi tráng,dramatic
bì,packaging
bì bõm,Shell
bỉ,belgium
bỉ mặt,scorn
bí,squash
bí ẩn,secret
bí quyết,secret
bí thư,secretary
bị,bag
bị chú,uncle
bị động,passive
bị thịt,Be flesh
bị thương,injured
bia,beer
bia miệng,mouth beer
bìa,cover
bịa,fabricated
bích ngọc,Sapphire
bịch,bag
biếc,blue
biếm,satire
biếm họa,caricature
biên,record
biên bản,report
biên giới,border
biên lai,receipt
biên tập,Editor
biền biệt,separate
biển,sea
biển lận,Miserere
biển thủ,embezzle
biến,variable
biến chất,metamorphosis
biến chứng,symptoms
biến cố,incident
biến động,volatility
biến thể,variant
biến thiên,variability
biện bạch,excuses
biện chứng,dialectic
biện hộ,advocate
biện minh,justification
biện pháp,measure
biếng,lazy
biếng nhác,slothful
biết,know
biết ơn,grateful
biết ý,know
biệt,bye
biệt danh,nickname
biệt hiệu,nickname
biệt kích,commando
biệt tài,talent
biệt thự,Villa
biệt xứ,apartheid
biểu,expression
biểu diễn,performances
biểu hiện,expression
biểu lộ,Express
biểu ngữ,Banners
biểu quyết,voting
biểu tình,protest
biếu,pay tribute
bìm bìm,morning glory
bịn rịn,wanna cry
binh,soldiers
binh bị,military equipment
binh biến,mutiny
binh chủng,army
binh lực,military force
binh pháp,tactic
binh sĩ,soldiers
binh xưởng,armory
bình,jar
bình an,peace
bình dân,affordable
bình đẳng,Equality
bình định,pacify
bình luận,comment
bình minh,Dawn
bình nguyên,plains
bình phục,recover
bình thản,ease
bình thường,normal
bình tĩnh,Calm
bỉnh bút,pen
bịnh,sick
bịp,bluff
bít,bit
bít tất,sock
bịt,cover
bịt bùng,cover up
bìu,scrotum
bìu dái,scrotum
bĩu môi,mow
bíu,biu
bò,cow
bò cạp,scorpion
bò sát,reptile
bỏ,cancel
bỏ bê,neglect
bỏ dở,unfinished
bỏ hoang,uninhibited
bỏ lỡ,miss
bỏ phiếu,vote
bỏ tù,jail
bõ,boo
bõ công,worth the effort
bó,bunch of
bó buộc,binding
bó gối,pillow
bó thân,bundle up
bọ,bug
bọ chét,vermin
bọ hung,maybug
bọ ngựa,Mantis
bọ rầy,chafer
bóc,peel
bóc lột,exploitation
bọc,wrap
bói,fortune telling
bói cá,Kingfisher
bom,bomb
bom đạn,bombs and bullets
bom hóa học,chemical bomb
bom khinh khí,hydrogen bomb
bom nguyên tử,atom bomb
bỏm bẻm,bad luck
bõm,poop
bon bon,bonbon
bòn,beef
bòn mót,crawl
bón,fertilizer
bọn,we
bong,bong
bong bóng,balloons
bong gân,sprains
bòng,bong
bóng,shadow
bóng bảy,ornate
bóng cá,fish ball
bóng dáng,silhouette
bóng đèn,light bulb
bóng gió,hint
bóng loáng,polished
bóng trăng,moon shadow
bọng đái,bladder
boong,deck
bóp,squeeze
bóp còi,whistle
bóp nghẹt,suffocate
bót,boots
bọt,foam
bọt biển,sponges
bô,baby pot
bô lão,old man
bồ,mate
bồ câu,dove
bồ hóng,soot
bồ liễu,willow
bồ nhìn,you look
bổ,Cut
bổ dưỡng,nutritious
bổ ích,useful
bổ nhiệm,appoint
bổ sung,additional
bố,Father
bố cáo,publish
bố cục,layout
bố mẹ,parents
bố trí,arrange
bộ,the set
bộ chỉ huy,Headquarters
bộ dạng,form
bộ điệu,pose
bộ đồ,suit
bộ đội,soldier
bộ hạ,creature
bộ hành,walking
bộ lạc,tribe
bộ máy,apparatus
bộ mặt,face
bộ phận,part
bốc,pick
bốc cháy,burn
bốc hơi,vaporize
bốc thuốc,dosing
bộc lộ,reveal
bộc phát,outburst
bôi,smear
bôi trơn,Lubrication
bồi,waiter
bồi dưỡng,fostering
bồi hồi,nervous
bồi thường,indemnify
bổi,bum
bối rối,confused
bội,multiple
bội bạc,treachery
bội phản,betrayal
bội tín,unfaithful
bôm,boom
bôn ba,traveled
bồn,tub
bồn chồn,jitter
bổn phận,duty
bốn,four
bốn phương,four directions
bộn,messy
bông,cotton
bông đùa,joke
bông lông,feathers
bông lơn,facetiousness
bồng,carry
bồng bột,elated
bồng lai,floating
bổng,scholarship
bổng lộc,perquisites
bỗng,suddenly
bốp,pop
bộp chộp,snap
bột,flour
bột phát,outbursts
bơ,butter
bơ phờ,blowzy
bơ vơ,derelict
bờ,edge
bờ bến,boundless
bờ đê,embankment
bở,by
bỡ ngỡ,bewildered
bợ,booze
bơi,swim
bơi ngửa,backstroke
bởi,by
bởi thế,therefore
bới,by
bơm,pump
bờm,mane
bờm xờm,hairy
bợm,cheater
bỡn cợt,josh
bớt,less
bu,bu
bù,compensate
bú,suck
bú dù,sucking umbrella
bụ,belly
bùa,amulet
bùa yêu,Love Charms
búa,hammer
bục,podium
bùi,Bui
bùi ngùi,feelingly
bùi nhùi,tinder
bụi,dust
bụi bặm,dust
bùn,mud
bủn rủn,weaken
bủn xỉn,stingy
bún,rice noodle
bung xung,figurehead
bùng nổ,boom
bủng,bang
búng,snap
bụng,belly
bụng nhụng,belly belly
buộc,tie
buộc tội,accusation
buổi,session
buồm,sail
buôn,wholesale
buôn lậu,smuggle
buồn,sad
buồn bực,boring
buồn cười,funny
buồn rầu,sad
buồn thảm,sad
buông,let go of
buông tha,disengage
buồng,room
buồng the,room
buồng trứng,ovary
buốt,keen
buột,forced
buột miệng,blurt out
búp,bud
búp bê,Dolly
bút,pen
bút pháp,style
bụt,bud
bự,big
bừa,harrow
bừa bãi,indiscriminate
bửa,meal
bữa,meal
bựa,lol
bức,painting
bức bách,pressing
bực bội,upset
bực tức,angry
bưng,bag
bưng bít,secrecy
bừng,flushed
bứng,pluck
bước,step
bước đường,step
bước ngoặt,turning point
bước tiến,step forward
bươi,grub
bưởi,grapefruit
bươm bướm,Butterfly
bướng,stubborn
bươu,pomelo
bướu,tumor
bướu cổ,goiter
bứt,snap
bứt rứt,confuse
bưu chính,Postal
bưu cục,post offices
bưu điện,post office
bưu kiện,parcel
bưu phí,postage
bưu tá,postman
bưu thiếp,postcard
ca,shift
ca cao,cocoa
ca dao,folk
ca khúc,song
ca kịch,Opera
ca kỹ,singing technique
ca lô,calories
ca ngợi,praise
ca nhạc,Music
ca nô,Canoe
ca ri,curry
ca trù,CA Tru
ca tụng,praise
ca vũ,singing and dancing
cà,tomato
cà chua,tomato
cà độc dược,Poison Ivy
cà kheo,stilts
cà khịa,Trolling
cà lăm,stuttering
cà nhắc,limp
cà phê,the coffee
cà rá,ring
cà rem,ice cream
cà sa,coffee
cà vạt,tie
cả,chief
cả gan,dare
cả nể,respect
cả quyết,whole decision
cả thảy,all
cá,fish
cá biệt,individual
cá bống,gobies
cá chép,carp
cá đuối,Ray
cá gỗ,wooden fish
cá hộp,tuna
cá kho,Stew fish
cá mập,shark
cá mè,Tench
cá mòi,pilchard
cá ngựa,hippocampus
cá nhân,individual
cá ông,whale
cá sấu,crocodile
cá thể,individual
cá thu,mackerel
cá tính,personalities
cá trê,catfish
cạ,scrap
các,the
cách,way
cách biệt,Far away
cách chức,dismiss
cách ly,isolation
cách mạng,Revolution
cách ngôn,aphorism
cách thức,method
cai,quit
cai quản,govern
cai trị,rule
cài,install
cải,cabbage
cải biên,modified
cải cách,to revolutionize
cải chính,corrections
cải dạng,reformed
cải danh,impersonation
cải hóa,convert
cải hối,repent
cải táng,reburied
cải tạo,Renovations
cải tiến,improve
cải tổ,reform
cải tử hoàn sinh,reincarnation
cãi,argue
cãi bướng,argument
cãi lộn,quarrel
cái,female
cái ghẻ,scabies
cam,Orange
cam chịu,suffer
cam đoan,assure
cam kết,commit
cam lòng,refrain
cam phận,commitment
cam thảo,licorice
cam tuyền,Orange
cảm,cold
cảm động,moving
cảm giác,feeling
cảm hóa,sensibility
cảm hoài,feel nostalgic
cảm hứng,inspiration
cảm mến,feel good
cảm phục,admire
cảm quan,sense
cảm tình,feeling
cảm tử,suicide
cảm tưởng,feeling
cảm ứng,touch
cảm xúc,feeling
cám,bran
cám cảnh,thank you
cám dỗ,temptation
cám ơn,thank you
cạm bẫy,Trap
can,can
can án,condemnation
can chi,can chi
can đảm,brave
can phạm,accessory
can qua,can pass
can thiệp,intervention
can trường,Courageous
càn,can
càn quét,sweep
càn rỡ,flamboyant
cản,stop
cản trở,hamper
cán,rolling
cán bộ,cadres
cán cân,balance
cán sự,staff
cạn,shallow
càng,ass
cảng,port
cáng,stretcher
cáng đáng,stretcher
canh,broth
canh cánh,wings
canh gác,guard
canh giữ,custody
canh khuya,late night watch
canh nông,farming
canh tác,culture
canh tân,reform
cành,branch
cảnh,scene
cảnh báo,warning
cảnh binh,policeman
cảnh cáo,warning
cảnh giác,alert
cảnh huống,circumstances
cảnh ngộ,situation
cảnh sát,cop
cảnh sắc,scenery
cảnh tỉnh,alert
cảnh tượng,spectacle
cánh,wing
cánh bèo,duckweed
cánh cửa,door
cánh đồng,field
cánh sinh,wings of birth
cánh tay,arm
cạnh,edge
cạnh khóe,corner edge
cạnh tranh,compete
cao,high
cao áp,high pressure
cao bay xa chạy,high fly away run
cao bồi,Cowboys
cao cả,lofty
cao cấp,high-class
cao cường,high intensity
cao danh,high reputation
cao đẳng,college
cao độ,high
cao hứng,in high spirits
cao kiến,high ant
cao lâu,long and tall
cao lương,Sago
cao minh,Cao Minh
cao ngạo,arrogant
cao nguyên,plateau
cao quý,Noble
cao siêu,subliminal
cao su,rubber
cao tăng,high rise
cao thế,so high
cao thủ,master
cao thượng,Noble
cao ủy,high commissioner
cao vọng,high hopes
cao xạ,antiaircraft
cào,scratch
cào cào,locusts
cảo bản,version
cáo,fox
cáo biệt,adieu
cáo cấp,level report
cáo chung,joint statement
cáo giác,denounce
cáo lỗi,sorry
cáo phó,obituary
cáo thị,notification
cáo trạng,indictment
cáo từ,word of mouth
cạo,shave
cạo giấy,scrape paper
cáp,cable
cạp,scraper
cát,sand
cát cánh,wing sand
cát hung,Hung sand
cát tường,lucky
cau,frown
cau có,scowl
cau mày,frown
càu nhàu,grumble
cáu,angry
cáu kỉnh,stubborn
cáu tiết,irritable
cay,spicy
cay đắng,gall
cay độc,cruel
cay nghiệt,cruel
cày,plow
cày bừa,plow
cày cấy,cultivate
cáy,fish
cạy,pry
cắc kè,chameleon
cặc,cock
căm,hate
căm căm,hate
căm hờn,hate
căm thù,hate
cằm,chin
cắm trại,camp
cặm,hard
cặm cụi,hard work
căn,apartment
căn bản,basic
căn cơ,basic
căn cứ,base
căn cước,ID
căn dặn,cue
căn nguyên,leaven
căn tính,identity
căn vặn,screw
cằn cỗi,barren
cằn nhằn,grouse
cắn,bite
cắn câu,bite
cắn cỏ,biting grass
cắn răng,grind teeth
cắn rứt,guilty
cắn xé,devour
cặn,scale
cặn bã,scum
cặn kẽ,carefulness
căng,stretch
căng thẳng,stress
cẳng,leg
cẳng tay,arm
cắp,steal
cặp,bag
cặp đôi,couple
cặp kè,dating
cắt,cut
cắt bỏ,cut
cắt bớt,truncate
cắt đặt,cut set
cắt ngang,interrupt
cắt nghĩa,explicate
cắt thuốc,cut medicine
cắt xén,mutilation
câm,dumb
câm họng,shut up
cầm,hold
cầm ca,take the song
cầm cái,hold the
cầm canh,keep watch
cầm cập,hold up
cầm chắc,hold firmly
cầm chừng,perfunctorily
cầm cự,bestir
cầm đầu,head
cầm lái,helm
cầm lòng,refrain
cầm máu,hemostasis
cầm quyền,ruling
cầm sắt,iron grip
cầm thú,brute
cầm tù,detention
cẩm,Cam
cẩm chướng,Carnation
cẩm lai,rose
cẩm nang,Handbook
cẩm nhung,Cam Nhung
cẩm thạch,Jade
cẩm tú,hydrangeas
cấm,prohibit
cấm chỉ,ban
cấm cố,Forbidden
cấm cửa,banning
cấm địa,forbidden area
cấm khẩu,ban
cấm thành,Forbidden City
cấm vận,embargo
cân,weigh
cân bàn,table scale
cân bằng,balance
cân đối,symmetrical
cân não,brain balance
cân nhắc,consider
cân xứng,symmetric
cần,need
cần cù,industrious
cần kiệm,economy
cần kíp,urgently needed
cần mẫn,hard work
cần thiết,"necessary, needs"
cần vụ,need service
cần xé,need to tear
cẩn,be careful
cẩn bạch,careful
cẩn mật,carefully
cấn,need
cận,near
cận chiến,melee combat
cận đại,pre-modern
cận thị,short-sighted
cận vệ,guard
cấp,grant
cấp báo,newspapers
cấp cứu,emergency
cấp dưỡng,alimony
cấp hiệu,brand name
cấp thời,urgent
cấp tiến,progressive
cập kê,counter millet
cất,store
cất giấu,hiding
cất nhắc,remind
cất tiếng,speak
cật,kidney
cật lực,hard
cật vấn,interrogation
câu chấp,handicap
câu chuyện,story
câu đố,Riddle
câu đối,distich
câu hỏi,question
câu lạc bộ,club
câu thúc,chain
cầu,bridge
cầu an,pray
cầu cạnh,edge bridge
cầu chì,fuse
cầu cứu,Ask for help
cầu hôn,propose
cầu nguyện,pray
cầu thủ,football player
cầu tiêu,toilet
cầu tự,prayer
cầu vồng,rainbow
cầu xin,petition
cẩu,crane
cẩu thả,negligent
cấu,structure
cấu tạo,structure
cấu thành,constitutive
cậu,boy
cây,tree
cây cỏ,grass
cây nến,candle
cây số,km
cây viết,pen
cây xăng,gas station
cấy,transplant
cậy,trust
cậy thế,so trust
cha,dad
cha đỡ đầu,Godfather
cha ghẻ,stepfather
cha mẹ,parents
chà,Rub
chà là,date
chà xát,rub
chả,cha
chả giò,spring rolls
chác,lol
chạch,clap
chai,bottle
chài,fishing
chải,brush
chải chuốt,grooming
chàm,indigo
chạm,touch
chạm trán,encounter
chan chứa,full
chán,bored
chán ghét,hate
chán nản,bored
chán vạn,boring
chạn,pantry
chang chang,change
chàng,guy
chàng hảng,guy
chàng hiu,guy huu
chạng vạng,Twilight
chanh,lemon
chanh chua,sour lemon
chánh,chief
chánh án,Judge
chạnh lòng,heartbroken
chao,wow
chào,Hi
chào mời,welcome
chảo,pan
chão,hello
cháo,porridge
chạo,hello
chạp,slow
chát,chat
cháu,grandchildren
cháu chắt,great-grandson
chay,vegetarian
chày,baseball
chảy,run
cháy,on fire
cháy túi,bag burning
chạy,run
chạy chọt,run around
chạy chữa,cure
chạy đua,race
chạy thoát,escape
chắc,sure
chắc mẩm,sure
chắc nịch,stocky
chăm,hard
chăm chú,to focus
chăm nom,take care
chăm sóc,take care of
chằm,stare
chằm chằm,stare
chặm,cut
chăn,blanket
chăn gối,pillow
chăn nuôi,breed
chẵn,even
chắn,sure
chắn bùn,Fenders
chắn xích,chain guard
chăng,is it?
chăng lưới,net
chằng,ligaments
chằng chịt,interlaced
chẳng,barely
chẳng bõ,not worth it
chẳng hạn,such as
chẳng may,Unfortunately
chẳng những,not only
chẳng thà,would rather
chặng,leg
chắp,join
chắp nhặt,pick up
chặp,moment
chắt,great-grandchildren
chắt bóp,squeeze
chặt,chop
chặt chẽ,rigid
châm,acupuncture
châm biếm,Fleer
châm ngôn,Maxim
chấm,dot
chấm dứt,end
chấm phá,dot
chậm,slow
chậm chạp,slow
chậm tiến,Slow progress
chân,foot
chân dung,portrait
chân lý,truth
chân tài,true talent
chân tình,truly love
chân trời,horizon
